03/09/2024,"-29.99","ADOBE ADOBE.LY/ENAU AU AUS Card xx1037 Value Date: 01/09/2024","+2793.81"
02/09/2024,"-7.10","STARBUCKS COFFEE B00 SYDNEY AU","+2823.80"
02/09/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+2830.90"
01/09/2024,"-15.40","MCDONALDS BROADWAY SYDNEY NSWAU","+2850.90"
01/09/2024,"-7.60","STARBUCKS COFFEE B00 SYDNEY AU","+2866.30"
01/09/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+2873.90"
01/09/2024,"-26.03","Zhangliang spicy hotp Haymarket AU","+2893.90"
31/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+2919.93"
31/08/2024,"-5.95","TSG BROADWAY CHIPPENDALE NSW AU","+2939.93"
31/08/2024,"-25.30","Little Indo Town Chippendale AU","+2945.88"
30/08/2024,"-25.30","Little Indo Town Chippendale AU","+2971.18"
29/08/2024,"-1130.00","Direct Debit 505091 IGLU NO205 PTY 66935","+2996.48"
29/08/2024,"-15.80","MCDONALDS DARLING QTR SYDNEY NSWAU","+4126.48"
29/08/2024,"-22.85","SQ *ENJOY MIE Ultimo AU","+4142.28"
29/08/2024,"-14.90","UNI OF SYDNEY UNION UNI OF SYDNEY NS AUS Card xx1037 Value Date: 27/08/2024","+4165.13"
28/08/2024,"-14.55","Hungry Jacks WoolloomoolooAU","+4180.03"
28/08/2024,"-7.21","Sharetea RSQ Chippendale AU","+4194.58"
28/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+4201.79"
28/08/2024,"-31.17","Zhangliang spicy hotp Haymarket AU","+4221.79"
28/08/2024,"+3185.00","IZMIRTA RACHMAN REF 2024082800012149","+4252.96"
28/08/2024,"-0.52","International Transaction Fee Value Date: 26/08/2024","+1067.96"
28/08/2024,"-14.92","WWW.SYMBOLAB.COM REDWOOD CITY CA USA Card xx1037 USD 9.99 Value Date: 26/08/2024","+1068.48"
28/08/2024,"-1.15","International Transaction Fee Value Date: 26/08/2024","+1083.40"
28/08/2024,"-32.86","OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA USA Card xx1037 USD 22.00 Value Date: 26/08/2024","+1084.55"
28/08/2024,"-23.63","ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 26/08/2024","+1117.41"
28/08/2024,"-10.00","TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 27/08/2024","+1141.04"
27/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+1151.04"
27/08/2024,"-16.40","PMC GOLDEN TOWER PTY L HAYMARKET AU","+1171.04"
27/08/2024,"-15.28","SQ *YOUR DESSERT STATI Gladesville AU","+1187.44"
27/08/2024,"-0.26","International Transaction Fee Value Date: 24/08/2024","+1202.72"
27/08/2024,"-7.47","A MEDIUM CORPORATION 4155085008 CA USA Card xx1037 USD 5.00 Value Date: 25/08/2024","+1202.98"
27/08/2024,"-6.45","WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 25/08/2024","+1210.45"
27/08/2024,"-47.00","SCRIMBA OSLO DU NOR Card xx1037 AUD 47.00 Value Date: 26/08/2024","+1216.90"
26/08/2024,"-21.52","Spago Darling Square Haymarket AU","+1263.90"
26/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+1285.42"
25/08/2024,"-13.80","MCDONALDS DARLING QTR SYDNEY NSWAU","+1305.42"
25/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+1319.22"
25/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+1339.22"
25/08/2024,"-13.99","PLINE PH CENTRAL PAR CHIPPENDALE NSWAU","+1359.22"
25/08/2024,"-25.30","Little Indo Town Chippendale AU","+1373.21"
24/08/2024,"-3.00","Provender Australia SilverwateNSWAU","+1398.51"
24/08/2024,"-3.40","Provender Australia SilverwateNSWAU","+1401.51"
24/08/2024,"-7.09","SQ *MAPO GELATO PTY LT Bondi Beach AU","+1404.91"
24/08/2024,"-21.48","APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 22/08/2024","+1412.00"
24/08/2024,"-5.55","WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 22/08/2024","+1433.48"
23/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+1439.03"
23/08/2024,"-31.17","Zhangliang spicy hotp Haymarket AU","+1459.03"
22/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+1490.20"
22/08/2024,"-22.85","SQ *ENJOY MIE Ultimo AU","+1510.20"
21/08/2024,"-28.10","REDFERN FISH AND CHIPS REDFERN AU Card xx1037","+1533.05"
21/08/2024,"-21.98","ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 19/08/2024","+1561.15"
20/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+1583.13"
20/08/2024,"-20.30","SQ *IT'S TIME FOR THAI Haymarket AU","+1603.13"
20/08/2024,"-7.10","STARBUCKS COFFEE B01 CHIPPENDALE AU","+1623.43"
20/08/2024,"-17.00","CROCODILE JUNIOR CHIPPENDALE AU AUS Card xx1037 Value Date: 16/08/2024","+1630.53"
20/08/2024,"-39.95","TARONGA ZOO MOSMAN NS AUS Card xx1037 Value Date: 17/08/2024","+1647.53"
20/08/2024,"-5.20","TARONGA ZOO MOSMAN NS AUS Card xx1037 Value Date: 17/08/2024","+1687.48"
20/08/2024,"-31.00","ALLIANCE OPCO PTY LT MOSMAN NS AUS Card xx1037 Value Date: 17/08/2024","+1692.68"
20/08/2024,"-10.00","TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 17/08/2024","+1723.68"
19/08/2024,"-7.10","Sharetea RSQ Chippendale AU","+1733.68"
19/08/2024,"-26.19","Spago Darling Square Haymarket AU","+1740.78"
19/08/2024,"-4.20","Provender Australia SilverwateNSWAU","+1766.97"
18/08/2024,"-25.30","Little Indo Town Chippendale AU","+1771.17"
17/08/2024,"-19.17","ZLR*77 Restaurant and B Sydney AU","+1796.47"
17/08/2024,"+0.01","Refund Purchase UBER* TRIP","+1815.64"
17/08/2024,"-14.31","UBER* TRIP","+1815.63"
17/08/2024,"-14.17","UBER* TRIP","+1829.94"
17/08/2024,"-4.20","PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 14/08/2024","+1844.11"
17/08/2024,"-4.20","PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 14/08/2024","+1848.31"
17/08/2024,"-23.63","ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 15/08/2024","+1852.51"
16/08/2024,"-19.30","RACHA THANI PTY LTD HAYMARKET NSWAU","+1876.14"
16/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+1895.44"
16/08/2024,"-7.11","Little Indo Town Chippendale AU","+1915.44"
16/08/2024,"-54.99","LinkedIn Pre P13642246 lnkd.in/bill AU AUS Card xx1037 Value Date: 14/08/2024","+1922.55"
16/08/2024,"-19.45","QONUS* HIW SO CHATSWOOD NS AUS Card xx1037 Value Date: 14/08/2024","+1977.54"
15/08/2024,"-1130.00","Direct Debit 505091 IGLU NO205 PTY 66935","+1996.99"
15/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+3126.99"
15/08/2024,"-4.49","APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 13/08/2024","+3146.99"
15/08/2024,"-21.98","ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 13/08/2024","+3151.48"
14/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+3173.46"
14/08/2024,"+2185.00","IZMIRTA RACHMAN REF 2024081400012088","+3193.46"
14/08/2024,"-7.90","STARBUCKS COFFEE B01 CHIPPENDALE AU","+1008.46"
14/08/2024,"-1.60","International Transaction Fee Value Date: 12/08/2024","+1016.36"
14/08/2024,"-45.70","GRAMMARLY COB7F3MEC 8883186146 CA USA Card xx1037 USD 30.00 Value Date: 12/08/2024","+1017.96"
14/08/2024,"-121.20","MEDIBANK PHI DEBIT MELBOURNE AUS Card xx1037 Value Date: 12/08/2024","+1063.66"
13/08/2024,"-20.00","TIMEZONE HAYMARKET AU Card xx1037","+1184.86"
13/08/2024,"-10.90","STARBUCKS COFFEE B01 CHIPPENDALE AU","+1204.86"
13/08/2024,"-0.10","International Transaction Fee Value Date: 09/08/2024","+1215.76"
13/08/2024,"-2.89","Google One Mountain View CA USA Card xx1037 IDR 29859.00 Value Date: 09/08/2024","+1215.86"
12/08/2024,"-29.33","HOLY BASIL DARLING SQUARE HAYMARK NSW AU Card xx1037","+1218.75"
12/08/2024,"-20.00","IGLU NO. 205 PTY LTD CHIPPENDALE NSW AU","+1248.08"
12/08/2024,"-26.82","Little Indo Town Chippendale AU","+1268.08"
11/08/2024,"-6.80","YOMIE'S RICE X YOGURT Haymarket AU","+1294.90"
11/08/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+1301.70"
11/08/2024,"-38.62","KENSINGTON INVESTMENT Chippendale AU","+1336.70"
10/08/2024,"-21.28","SQ *BOWLS & BURGER SUR Surry Hills AU","+1375.32"
10/08/2024,"-24.00","WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 08/08/2024","+1396.60"
10/08/2024,"-13.99","Spotify P2E5BC3C3C Sydney AU AUS Card xx1037 Value Date: 08/08/2024","+1420.60"
09/08/2024,"-7.90","STARBUCKS COFFEE B00 SYDNEY AU","+1434.59"
09/08/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+1442.49"
09/08/2024,"-21.83","SQ *ENJOY MIE Ultimo AU","+1477.49"
09/08/2024,"-17.99","Canva* 04238-22466756","+1499.32"
09/08/2024,"-10.29","QONUS* HIW SO CHATSWOOD NS AUS Card xx1037 Value Date: 07/08/2024","+1517.31"
09/08/2024,"-19.45","QONUS* HIW SO CHATSWOOD NS AUS Card xx1037 Value Date: 07/08/2024","+1527.60"
08/08/2024,"-15.00","TIMEZONE HAYMARKET AU Card xx1037","+1547.05"
08/08/2024,"-123.68","Direct Debit 119218 Vodafone Aus A3-2b59cd04","+1562.05"
08/08/2024,"-34.28","ZLR*77 Restaurant and B Sydney AU","+1685.73"
08/08/2024,"-15.00","TIMEZONE HAYMARKET AU Card xx1037","+1720.01"
08/08/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+1735.01"
08/08/2024,"-26.82","Little Indo Town Chippendale AU","+1770.01"
08/08/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 05/08/2024","+1796.83"
08/08/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 05/08/2024","+1800.83"
08/08/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 05/08/2024","+1804.83"
08/08/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 05/08/2024","+1808.83"
07/08/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+1812.83"
07/08/2024,"-7.90","STARBUCKS COFFEE B00 SYDNEY AU","+1847.83"
07/08/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+1855.73"
06/08/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+1890.73"
06/08/2024,"-25.81","Little Indo Town Chippendale AU","+1925.73"
06/08/2024,"-7.90","STARBUCKS COFFEE B00 SYDNEY AU","+1951.54"
06/08/2024,"-13.99","CRUNCHYROLL *AUD 415-503-9235 CA USA Card xx1037 AUD 13.99 Value Date: 02/08/2024","+1959.44"
06/08/2024,"-21.98","ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 02/08/2024","+1973.43"
06/08/2024,"-15.40","WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 04/08/2024","+1995.41"
06/08/2024,"-9.99","APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 03/08/2024","+2010.81"
05/08/2024,"-21.83","SQ *ENJOY MIE Ultimo AU","+2020.80"
05/08/2024,"-15.00","IGLU NO. 205 PTY LTD CHIPPENDALE NSW AU Card xx1037","+2042.63"
04/08/2024,"-23.65","Spago Darling Square Haymarket AU","+2057.63"
04/08/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+2081.28"
04/08/2024,"-25.81","Little Indo Town Chippendale AU","+2116.28"
03/08/2024,"-25.81","Little Indo Town Chippendale AU","+2142.09"
03/08/2024,"-29.99","ADOBE ADOBE.LY/ENAU AU AUS Card xx1037 Value Date: 01/08/2024","+2167.90"
02/08/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+2197.89"
02/08/2024,"-20.49","APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 30/07/2024","+2232.89"
01/08/2024,"-1130.00","Direct Debit 505091 IGLU NO205 PTY 66935","+2253.38"
01/08/2024,"-11.90","STARBUCKS COFFEE B00 SYDNEY AU","+3383.38"
01/08/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+3395.28"
01/08/2024,"-24.79","Little Indo Town Chippendale AU","+3430.28"
01/08/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024","+3455.07"
01/08/2024,"-21.81","PANCAKES ON THE ROCKS HAYMARKET NS AUS Card xx1037 Value Date: 30/07/2024","+3459.07"
31/07/2024,"-23.27","Little Indo Town Chippendale AU","+3480.88"
31/07/2024,"-7.10","STARBUCKS COFFEE B01 CHIPPENDALE AU","+3504.15"
31/07/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024","+3511.25"
31/07/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024","+3515.25"
31/07/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024","+3519.25"
31/07/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024","+3523.25"
31/07/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024","+3527.25"
30/07/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+3531.25"
30/07/2024,"-20.30","SQ *IT'S TIME FOR THAI Haymarket AU","+3566.25"
30/07/2024,"+3185.00","IZMIRTA RACHMAN REF 2024073000010962","+3586.55"
30/07/2024,"-0.54","International Transaction Fee Value Date: 26/07/2024","+401.55"
30/07/2024,"-15.34","WWW.SYMBOLAB.COM REDWOOD CITY CA USA Card xx1037 USD 9.99 Value Date: 26/07/2024","+402.09"
30/07/2024,"-12.99","APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 25/07/2024","+417.43"
30/07/2024,"-1.18","International Transaction Fee Value Date: 26/07/2024","+430.42"
30/07/2024,"-33.78","OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA USA Card xx1037 USD 22.00 Value Date: 26/07/2024","+431.60"
30/07/2024,"-10.00","TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 28/07/2024","+465.38"
29/07/2024,"-35.68","PEPPER LUNCH SYDNEY NSWAU","+475.38"
29/07/2024,"-3.00","SIXPROGRESSION PTY LTD ULTIMO NSW AU","+511.06"
29/07/2024,"-21.80","SIXPROGRESSION PTY LTD ULTIMO NSW AU","+514.06"
28/07/2024,"-20.30","SQ *IT'S TIME FOR THAI Haymarket AU","+535.86"
28/07/2024,"-3.04","SQ *GEPREK IN SYDNEY Burwood AU","+556.16"
28/07/2024,"-18.25","SQ *GEPREK IN SYDNEY Burwood AU","+559.20"
27/07/2024,"-60.00","TIMEZONE HAYMARKET AU Card xx1037","+577.45"
27/07/2024,"-32.80","Nandos_AU_Pinpads Broadway AU","+637.45"
27/07/2024,"-20.10","HUNGER KEBAB PTY LTD ULTIMO NS AUS Card xx1037 Value Date: 24/07/2024","+670.25"
27/07/2024,"-47.00","SCRIMBA OSLO DU NOR Card xx1037 AUD 47.00 Value Date: 26/07/2024","+690.35"
26/07/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+737.35"
26/07/2024,"-21.83","SQ *ENJOY MIE Ultimo AU","+772.35"
26/07/2024,"-0.26","International Transaction Fee Value Date: 24/07/2024","+794.18"
26/07/2024,"-7.57","A MEDIUM CORPORATION 4155085008 CA USA Card xx1037 USD 5.00 Value Date: 24/07/2024","+794.44"
25/07/2024,"-8.02","SYDNEY PIE CAFE HAYMARKET AU","+802.01"
25/07/2024,"-7.90","STARBUCKS COFFEE B00 SYDNEY AU","+810.03"
25/07/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+817.93"
25/07/2024,"-4.07","LS Slaps Chippendale AU","+852.93"
25/07/2024,"-18.30","LS Slaps Chippendale AU","+857.00"
25/07/2024,"-21.48","APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 22/07/2024","+875.30"
25/07/2024,"-21.98","ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 23/07/2024","+896.78"
25/07/2024,"-10.00","TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 24/07/2024","+918.76"
24/07/2024,"-7.71","CHATIME BURWOOD WESTF Burwood AU","+928.76"
24/07/2024,"-17.75","SLAR GROUP PTY LTD BURWOOD AU Card xx1037","+936.47"
24/07/2024,"-3.99","BURWOOD PHARMACY NSW P BURWOOD AU Card xx1037","+954.22"
24/07/2024,"-4.20","PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 21/07/2024","+958.21"
24/07/2024,"-4.20","Provender Australia SilverwateNSWAU","+962.41"
24/07/2024,"-3.00","Provender Australia SilverwateNSWAU","+966.61"
23/07/2024,"-16.75","ZLR*It's time for Thai Haymarket AU","+969.61"
23/07/2024,"-3.40","PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 20/07/2024","+986.36"
23/07/2024,"-23.37","DiDiMobility Sydney AU AUS Card xx1037 Value Date: 21/07/2024","+989.76"
23/07/2024,"-24.36","SUNFLOWER TAIWANESE ULTIMO NS AUS Card xx1037 Value Date: 20/07/2024","+1013.13"
22/07/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+1037.49"
22/07/2024,"-30.74","PEPPER LUNCH SYDNEY NSWAU","+1072.49"
22/07/2024,"-37.61","KENSINGTON INVESTMENT Chippendale AU","+1103.23"
21/07/2024,"-4.20","Provender Australia SilverwateNSWAU","+1140.84"
21/07/2024,"-25.00","WESTSHELL PTY LTD SYDNEY NSW AU","+1145.04"
21/07/2024,"-12.14","WESTSHELL PTY LTD SYDNEY NSW AU","+1170.04"
21/07/2024,"-24.29","SURFISH BONDI BEACH NSWAU","+1182.18"
20/07/2024,"-7.90","STARBUCKS COFFEE B00 SYDNEY AU","+1206.47"
20/07/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+1214.37"
20/07/2024,"-23.24","SWEET TOWN ON GEORGE S HAYMARKET 02 AUS Card xx1037 Value Date: 17/07/2024","+1249.37"
19/07/2024,"-4.20","Provender Australia SilverwateNSWAU Value Date: 20/07/2024","+1272.61"
19/07/2024,"-3.40","Provender Australia SilverwateNSWAU Value Date: 20/07/2024","+1276.81"
19/07/2024,"-29.00","LANGUAGE ACADEMY","+1280.21"
19/07/2024,"-7.90","STARBUCKS COFFEE B01 CHIPPENDALE AU","+1309.21"
19/07/2024,"-23.46","SQ *ENJOY MIE Ultimo AU","+1317.11"
18/07/2024,"-1130.00","Direct Debit 505091 IGLU NO205 PTY 66935","+1340.57"
18/07/2024,"-12.08","SYDNEY PIE CAFE HAYMARKET AU","+2470.57"
18/07/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+2482.65"
18/07/2024,"-21.83","SQ *ENJOY MIE Ultimo AU","+2517.65"
18/07/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 16/07/2024","+2539.48"
18/07/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 15/07/2024","+2543.48"
18/07/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 16/07/2024","+2547.48"
18/07/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 15/07/2024","+2551.48"
18/07/2024,"-4.00","LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 15/07/2024","+2555.48"
17/07/2024,"-7.90","STARBUCKS COFFEE B00 SYDNEY AU","+2559.48"
17/07/2024,"-27.88","Roll'd Westfield Sydney AU","+2567.38"
17/07/2024,"-32.80","NANDOS BROADWAY NSW Broadway AU AUS Card xx1037 Value Date: 15/07/2024","+2595.26"
17/07/2024,"-3.00","Provender Australia SilverwateNSWAU","+2628.06"
17/07/2024,"-3.40","Provender Australia SilverwateNSWAU","+2631.06"
17/07/2024,"-3.40","Provender Australia SilverwateNSWAU","+2634.46"
17/07/2024,"-3.20","Provender Australia SilverwateNSWAU","+2637.86"
16/07/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+2641.06"
16/07/2024,"-21.83","SQ *ENJOY MIE Ultimo AU","+2676.06"
16/07/2024,"-15.00","HAYMARKET KEBAB HAYMARKET AU AUS Card xx1037 Value Date: 12/07/2024","+2697.89"
16/07/2024,"-1.56","International Transaction Fee Value Date: 12/07/2024","+2712.89"
16/07/2024,"-44.54","GRAMMARLY COBDOVGLS 8883186146 CA USA Card xx1037 USD 30.00 Value Date: 12/07/2024","+2714.45"
16/07/2024,"-3.40","PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 12/07/2024","+2758.99"
16/07/2024,"-3.40","PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 12/07/2024","+2762.39"
16/07/2024,"-23.24","SWEET TOWN ON GEORGE S HAYMARKET 02 AUS Card xx1037 Value Date: 12/07/2024","+2765.79"
16/07/2024,"-12.30","SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 11/07/2024","+2789.03"
16/07/2024,"-10.00","SMP*Hero Sushi George Sydney AU AUS Card xx1037 Value Date: 13/07/2024","+2801.33"
16/07/2024,"-54.99","LinkedIn Pre P10153128 lnkd.in/bill AU AUS Card xx1037 Value Date: 14/07/2024","+2811.33"
16/07/2024,"-4.49","APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 13/07/2024","+2866.32"
16/07/2024,"-10.00","TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 13/07/2024","+2870.81"
15/07/2024,"-16.90","Krispy Kreme Central 2 - 6 Lee StrAU","+2880.81"
15/07/2024,"-26.95","QBD THE BOOKSHOP BROADWAY AU","+2897.71"
14/07/2024,"-7.30","STARBUCKS COFFEE B00 SYDNEY AU","+2924.66"
14/07/2024,"-25.69","EXQUISITE DINING PL HAYMARKET NSWAU","+2931.96"
14/07/2024,"-7.50","TSG DIXON HAYMARKET NSW AU","+2957.65"
13/07/2024,"-8.40","STARBUCKS COFFEE B00 SYDNEY AU","+2965.15"
13/07/2024,"-17.20","Transfer To Agnes Lin PayID Phone from CommBank App Payment Farros","+2973.55"
13/07/2024,"-21.81","PANCAKES ON THE ROCKS HAYMARKET NS AUS Card xx1037 Value Date: 11/07/2024","+2990.75"
13/07/2024,"-121.20","MEDIBANK PHI DEBIT MELBOURNE AUS Card xx1037 Value Date: 11/07/2024","+3012.56"
12/07/2024,"-7.90","STARBUCKS COFFEE B00 SYDNEY AU","+3133.76"
12/07/2024,"-35.00","TIMEZONE HAYMARKET AU Card xx1037","+3141.66"
